CSPM_0_001,TIMING,INIT,0,33.000000
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2018.504,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2018.504,0.00048
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2018.504,0.000264
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2018.504,0.00764
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2018.504,0.00049
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2018.504,0.013
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2018.504,0
CSPM_0_001,ANALYSIS,SCORE,0,2018.504,4.245827
CSPM_0_001,ANALYSIS,FAILED,0,2018.504,0
CSPM_0_001,ANALYSIS,POOR,0,2018.504,2864132
CSPM_0_001,ANALYSIS,INFECTED,0,2018.805,2154380
CSPM_0_001,ANALYSIS,PREVALENCE,0,2018.805,0.053860
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2018.805,0.050757
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2018.805,0.056999
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2018.805,0.088200
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2018.805,0.037271
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2018.805,54201119
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2018.805,2131939
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2018.805,1868824
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2018.805,0.018
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2018.805,0.020
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2018.805,0.010
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2018.805,0.013
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2018.805,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2018.805,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2018.805,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2018.805,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2018.805,0.00164
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2018.805,9.46e-05
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2018.805,0.0107
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2018.805,0.006
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2018.805,0.0658
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2018.805,0.0719
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2018.805,0.0955
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2018.805,0.123
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2018.805,0.13
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2018.805,0.152
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2018.805,0.139
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2018.805,0.167
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2018.805,0.124
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2018.805,0.158
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2018.805,0.0825
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2018.805,0.132
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2018.805,0.0058
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2018.805,0.0176
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2018.805,0.00108
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2018.805,0.00494
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2018.805,0.000227
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2018.805,0.00182
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2018.805,6.97e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2018.805,0.000872
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2018.805,3.87e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2018.805,0.000156
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2018.805,1.06e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2018.805,9.87e-05
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2018.805,2.34e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2018.805,1.15e-06
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2018.805,0
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2018.805,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2018.805,0.00048
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2018.805,0.000264
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2018.805,0.00875
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2018.805,0.000686
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2018.805,0.013
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2018.805,0
CSPM_0_001,ANALYSIS,SCORE,0,2018.805,4.487338
CSPM_0_001,ANALYSIS,FAILED,0,2018.805,0
CSPM_0_001,ANALYSIS,POOR,0,2018.805,3388941
CSPM_0_001,ANALYSIS,INFECTED,0,2019.107,2270761
CSPM_0_001,ANALYSIS,PREVALENCE,0,2019.107,0.056769
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2019.107,0.053843
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2019.107,0.059730
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2019.107,0.095148
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2019.107,0.038946
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2019.107,61170655
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2019.107,2444804
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2019.107,2139188
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2019.107,0.022
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2019.107,0.024
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2019.107,0.011
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2019.107,0.015
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2019.107,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2019.107,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2019.107,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2019.107,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2019.107,0.00179
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2019.107,0.000106
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2019.107,0.0117
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2019.107,0.00627
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2019.107,0.0702
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2019.107,0.0743
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2019.107,0.102
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2019.107,0.128
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2019.107,0.137
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2019.107,0.158
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2019.107,0.146
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2019.107,0.173
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2019.107,0.13
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2019.107,0.165
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2019.107,0.0874
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2019.107,0.139
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2019.107,0.00742
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2019.107,0.0212
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2019.107,0.00128
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2019.107,0.00594
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2019.107,0.000274
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2019.107,0.00221
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2019.107,8.1e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2019.107,0.000998
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2019.107,4.22e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2019.107,0.000185
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2019.107,1.51e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2019.107,0.000111
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2019.107,2.34e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2019.107,3.45e-06
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2019.107,5.71e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2019.107,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2019.107,0.00048
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2019.107,0.000264
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2019.107,0.0101
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2019.107,0.000956
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2019.107,0.013
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2019.107,0
CSPM_0_001,ANALYSIS,SCORE,0,2019.107,4.663312
CSPM_0_001,ANALYSIS,FAILED,0,2019.107,0
CSPM_0_001,ANALYSIS,POOR,0,2019.107,3890281
CSPM_0_001,ANALYSIS,INFECTED,0,2019.408,2395296
CSPM_0_001,ANALYSIS,PREVALENCE,0,2019.408,0.059882
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2019.408,0.057097
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2019.408,0.062702
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2019.408,0.102629
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2019.408,0.040903
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2019.408,68464701
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2019.408,2749252
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2019.408,2402287
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2019.408,0.026
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2019.408,0.029
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2019.408,0.014
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2019.408,0.018
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2019.408,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2019.408,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2019.408,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2019.408,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2019.408,0.00186
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2019.408,0.00011
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2019.408,0.0125
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2019.408,0.00648
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2019.408,0.0743
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2019.408,0.0764
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2019.408,0.108
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2019.408,0.133
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2019.408,0.145
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2019.408,0.165
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2019.408,0.153
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2019.408,0.181
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2019.408,0.137
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2019.408,0.173
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2019.408,0.093
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2019.408,0.146
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2019.408,0.0096
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2019.408,0.0257
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2019.408,0.00155
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2019.408,0.00713
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2019.408,0.00035
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2019.408,0.00261
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2019.408,9.58e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2019.408,0.00112
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2019.408,4.57e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2019.408,0.000214
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2019.408,2.57e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2019.408,0.000117
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2019.408,2.34e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2019.408,1.27e-05
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2019.408,1.14e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2019.408,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2019.408,0.00048
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2019.408,0.000264
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2019.408,0.0114
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2019.408,0.00108
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2019.408,0.0152
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2019.408,0
CSPM_0_001,ANALYSIS,SCORE,0,2019.408,4.806618
CSPM_0_001,ANALYSIS,FAILED,0,2019.408,0
CSPM_0_001,ANALYSIS,POOR,0,2019.408,4374244
CSPM_0_001,ANALYSIS,INFECTED,0,2019.710,2529535
CSPM_0_001,ANALYSIS,PREVALENCE,0,2019.710,0.063238
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2019.710,0.060563
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2019.710,0.065946
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2019.710,0.110990
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2019.710,0.042924
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2019.710,75719440
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2019.710,3051599
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2019.710,2665578
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2019.710,0.030
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2019.710,0.033
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2019.710,0.016
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2019.710,0.021
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2019.710,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2019.710,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2019.710,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2019.710,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2019.710,0.00195
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2019.710,0.000113
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2019.710,0.0133
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2019.710,0.0067
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2019.710,0.0786
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2019.710,0.0787
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2019.710,0.115
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2019.710,0.138
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2019.710,0.154
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2019.710,0.173
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2019.710,0.161
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2019.710,0.188
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2019.710,0.144
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2019.710,0.181
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2019.710,0.099
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2019.710,0.154
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2019.710,0.0119
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2019.710,0.0308
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2019.710,0.00184
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2019.710,0.0084
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2019.710,0.000421
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2019.710,0.00308
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2019.710,0.000105
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2019.710,0.00125
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2019.710,5.27e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2019.710,0.000249
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2019.710,3.63e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2019.710,0.000125
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2019.710,2.34e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2019.710,2.53e-05
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2019.710,1.14e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2019.710,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2019.710,0.00048
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2019.710,0.000264
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2019.710,0.0119
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2019.710,0.0013
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2019.710,0.0152
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2019.710,0
CSPM_0_001,ANALYSIS,SCORE,0,2019.710,4.948893
CSPM_0_001,ANALYSIS,FAILED,0,2019.710,0
CSPM_0_001,ANALYSIS,POOR,0,2019.710,4857108
CSPM_0_001,TIMING,AFTER,0,6873.000000
CSPM_0_001,ANALYSIS,INFECTED,0,2020.000,2666255
CSPM_0_001,ANALYSIS,PREVALENCE,0,2020.000,0.066656
CSPM_0_001,ANALYSIS,MALEPREVALENCE,0,2020.000,0.064085
CSPM_0_001,ANALYSIS,FEMALEPREVALENCE,0,2020.000,0.069259
CSPM_0_001,ANALYSIS,MSMPREVALENCE,0,2020.000,0.119417
CSPM_0_001,ANALYSIS,WSWPREVALENCE,0,2020.000,0.044995
CSPM_0_001,ANALYSIS,PARTNERSHIPS,0,2020.000,82423446
CSPM_0_001,ANALYSIS,MSMPARTNERSHIPS,0,2020.000,3346723
CSPM_0_001,ANALYSIS,WSWPARTNERSHIPS,0,2020.000,2919099
CSPM_0_001,ANALYSIS,SHORTBREAK_SHORTPARTNERSHIP,0,2020.000,0.034
CSPM_0_001,ANALYSIS,SHORTBREAK_LONGPARTNERSHIP,0,2020.000,0.037
CSPM_0_001,ANALYSIS,LONGBREAK_SHORTPARTNERSHIP,0,2020.000,0.018
CSPM_0_001,ANALYSIS,LONGBREAK_LONGPARTNERSHIP,0,2020.000,0.024
CSPM_0_001,ANALYSIS,MALE_AGE_000-004,0,2020.000,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_000-004,0,2020.000,NA
CSPM_0_001,ANALYSIS,MALE_AGE_005-009,0,2020.000,NA
CSPM_0_001,ANALYSIS,FEMALE_AGE_005-009,0,2020.000,NA
CSPM_0_001,ANALYSIS,MALE_AGE_010-014,0,2020.000,0.00204
CSPM_0_001,ANALYSIS,FEMALE_AGE_010-014,0,2020.000,0.000115
CSPM_0_001,ANALYSIS,MALE_AGE_015-019,0,2020.000,0.0141
CSPM_0_001,ANALYSIS,FEMALE_AGE_015-019,0,2020.000,0.00695
CSPM_0_001,ANALYSIS,MALE_AGE_020-024,0,2020.000,0.083
CSPM_0_001,ANALYSIS,FEMALE_AGE_020-024,0,2020.000,0.0812
CSPM_0_001,ANALYSIS,MALE_AGE_025-029,0,2020.000,0.122
CSPM_0_001,ANALYSIS,FEMALE_AGE_025-029,0,2020.000,0.144
CSPM_0_001,ANALYSIS,MALE_AGE_030-034,0,2020.000,0.163
CSPM_0_001,ANALYSIS,FEMALE_AGE_030-034,0,2020.000,0.181
CSPM_0_001,ANALYSIS,MALE_AGE_035-039,0,2020.000,0.168
CSPM_0_001,ANALYSIS,FEMALE_AGE_035-039,0,2020.000,0.196
CSPM_0_001,ANALYSIS,MALE_AGE_040-044,0,2020.000,0.151
CSPM_0_001,ANALYSIS,FEMALE_AGE_040-044,0,2020.000,0.189
CSPM_0_001,ANALYSIS,MALE_AGE_045-049,0,2020.000,0.105
CSPM_0_001,ANALYSIS,FEMALE_AGE_045-049,0,2020.000,0.162
CSPM_0_001,ANALYSIS,MALE_AGE_050-054,0,2020.000,0.0143
CSPM_0_001,ANALYSIS,FEMALE_AGE_050-054,0,2020.000,0.036
CSPM_0_001,ANALYSIS,MALE_AGE_055-059,0,2020.000,0.00214
CSPM_0_001,ANALYSIS,FEMALE_AGE_055-059,0,2020.000,0.00964
CSPM_0_001,ANALYSIS,MALE_AGE_060-064,0,2020.000,0.000514
CSPM_0_001,ANALYSIS,FEMALE_AGE_060-064,0,2020.000,0.00352
CSPM_0_001,ANALYSIS,MALE_AGE_065-069,0,2020.000,0.000123
CSPM_0_001,ANALYSIS,FEMALE_AGE_065-069,0,2020.000,0.00139
CSPM_0_001,ANALYSIS,MALE_AGE_070-074,0,2020.000,5.8e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_070-074,0,2020.000,0.000282
CSPM_0_001,ANALYSIS,MALE_AGE_075-079,0,2020.000,3.78e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_075-079,0,2020.000,0.000133
CSPM_0_001,ANALYSIS,MALE_AGE_080-084,0,2020.000,2.34e-06
CSPM_0_001,ANALYSIS,FEMALE_AGE_080-084,0,2020.000,3.34e-05
CSPM_0_001,ANALYSIS,MALE_AGE_085-089,0,2020.000,1.14e-05
CSPM_0_001,ANALYSIS,FEMALE_AGE_085-089,0,2020.000,0
CSPM_0_001,ANALYSIS,MALE_AGE_090-094,0,2020.000,0.00048
CSPM_0_001,ANALYSIS,FEMALE_AGE_090-094,0,2020.000,0.000264
CSPM_0_001,ANALYSIS,MALE_AGE_095-099,0,2020.000,0.0127
CSPM_0_001,ANALYSIS,FEMALE_AGE_095-099,0,2020.000,0.00145
CSPM_0_001,ANALYSIS,MALE_AGE_100-104,0,2020.000,0.0152
CSPM_0_001,ANALYSIS,FEMALE_AGE_100-104,0,2020.000,0
CSPM_0_001,ANALYSIS,SCORE,0,2020.000,5.090742
CSPM_0_001,ANALYSIS,FAILED,0,2020.000,0
CSPM_0_001,ANALYSIS,POOR,0,2020.000,5327284
